"StormID","Date","basin","lead_time","LAT","LON","MINSLP","SHR_MAG","STM_SPD","SST","RHLO","CAPE1","CAPE3","SHTFL2","TCOND7002","INST2","CP1","TCONDSYM2","COUPLSYM3","HWFI","VMAX_OP_T0","HWRF","VMAX"
102014,"2014-07-01 00:00:00","atlantic",24,28.1445960998535,280.715637207031,1006.48699951172,7.6274938583374,291.487731933594,-35.4000015258789,441.541839599609,1922.63305664062,161.198348999023,146.796676635742,3.08623194694519,15.6460676193237,0.0903827697038651,362.422668457031,-5.74702930450439,38,30,44.112476348877,45
102014,"2014-07-01 06:00:00","atlantic",24,28.4445953369141,280.716400146484,995.440795898438,8.04476547241211,289.138641357422,-46.1800003051758,460.596038818359,2202.89990234375,171.707778930664,140.456069946289,12.2836475372314,62.3985481262207,0.132773593068123,525.23583984375,-7.73179721832275,41,30,53.0149841308594,50
102014,"2014-07-01 12:00:00","atlantic",24,28.9227962493896,280.735046386719,991.178771972656,8.88319778442383,290.617248535156,-52.1399993896484,459.326965332031,2323.06982421875,153.407302856445,140.395202636719,16.4961013793945,87.2898559570312,0.160230129957199,565.860290527344,-9.50478363037109,43,30,54.7946739196777,55
102014,"2014-07-01 18:00:00","atlantic",24,29.6999988555908,281.057830810547,985.226501464844,9.19969749450684,284.572387695312,-28.2099990844727,487.407897949219,2335.00634765625,175.420455932617,129.987518310547,24.9132976531982,152.545486450195,0.174897268414497,620.633361816406,-8.50529956817627,56,40,61.9232788085938,60
102014,"2014-07-02 00:00:00","atlantic",24,30.2825870513916,280.945587158203,981.339050292969,6.48989915847778,287.652893066406,-44.9099998474121,473.93603515625,2486.18212890625,216.411209106445,132.926727294922,27.7153759002686,123.516403198242,0.333371788263321,701.717346191406,-11.5689220428467,54,45,82.5627975463867,65
102014,"2014-07-02 06:00:00","atlantic",24,30.7433795928955,280.682586669922,964.076171875,8.10060119628906,288.186401367188,-60.6399993896484,460.448181152344,2468.30126953125,183.962707519531,135.492080688477,47.8833389282227,285.470336914062,0.326799094676971,720.92529296875,-12.0892429351807,59,50,70.2334518432617,70
102014,"2014-07-02 12:00:00","atlantic",24,32.0083312988281,281.476715087891,970.695739746094,7.59666681289673,287.530364990234,-29.3299999237061,480.667541503906,2525.958984375,211.713287353516,137.551300048828,39.7327346801758,220.134414672852,0.346523553133011,705.111267089844,-13.5575523376465,59,50,73.6001815795898,80
102014,"2014-07-02 18:00:00","atlantic",24,33.1517181396484,281.821319580078,977.93701171875,3.97738862037659,276.675964355469,-3.41000008583069,459.989044189453,2412.58447265625,161.268447875977,122.836044311523,30.6246337890625,135.642440795898,0.39238178730011,719.865905761719,-9.9658727645874,61,55,88.0752334594727,80
102014,"2014-07-03 00:00:00","atlantic",24,33.7353057861328,282.330383300781,964.778991699219,5.15542316436768,275.539093017578,-9.76000022888184,433.840026855469,2306.69116210938,184.97428894043,118.64665222168,44.4686393737793,208.751968383789,0.236685678362846,755.032165527344,-14.4747657775879,62,60,83.5897674560547,85
102014,"2014-07-03 06:00:00","atlantic",24,35.1433792114258,283.714721679688,965.554870605469,10.714804649353,266.791870117188,15.1400003433228,422.397521972656,1979.65246582031,218.828063964844,102.7177734375,41.5428733825684,224.081085205078,0.392248272895813,737.504943847656,-11.990870475769,73,60,96.4757232666016,85
102014,"2014-07-03 12:00:00","atlantic",24,36.512508392334,285.394622802734,957.349548339844,16.4378242492676,261.427093505859,48.1100006103516,429.98193359375,1756.58898925781,181.53059387207,94.658203125,48.8155136108398,248.191009521484,0.457852721214294,761.037475585938,-19.3060607910156,82,75,104.366943359375,80
